BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK_KT,STOCK_SELL_VALUE,CURRENCY,STOCK_SELL_VALUE_THB
2024-09-01,CHINA-WAREHOUSE,MAT-0276,6354A4621,0.02475,50490,CNY,228214.8
2024-09-01,CHINA-WAREHOUSE,MAT-0276,3903A4443,0.015125,30855,CNY,139464.59999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0276,1466A8783,0.02475,50490,CNY,228214.8
2024-09-01,CHINA-WAREHOUSE,MAT-0276,2822A9952,0.059125,120615,CNY,545179.7999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0276,7724A8810,0.059125,120615,CNY,545179.7999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0276,8136A1401,0.0343,69972,CNY,316273.43999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0276,4049A6959,0.067375,137445,CNY,621251.3999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0276,8646A4806,0.0495,100980,CNY,456429.6
2024-09-01,CHINA-WAREHOUSE,MAT-0276,9271A1122,0.006875,14025,CNY,63392.99999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0386,1695A8125,0.04115,86004,CNY,388738.07999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0386,2146A1919,0.017475,36523,CNY,165083.96
2024-09-01,CHINA-WAREHOUSE,MAT-0386,7074A9352,0.05775,120698,CNY,545554.96
2024-09-01,CHINA-WAREHOUSE,MAT-0386,2652A2410,0.023375,48854,CNY,220820.08
2024-09-01,CHINA-WAREHOUSE,MAT-0386,4340A4380,0.02475,51728,CNY,233810.55999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0386,6119A4162,0.090675,189511,CNY,856589.72
2024-09-01,CHINA-WAREHOUSE,MAT-0386,6286A6582,0.015075,31507,CNY,142411.63999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0386,6805A8986,0.02475,51728,CNY,233810.55999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0386,6281A9901,0.01925,40233,CNY,181853.15999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0386,2713A9397,0.094875,198289,CNY,896266.2799999999
2024-09-01,CHINA-WAREHOUSE,MAT-0386,7631A8927,0.081125,169551,CNY,766370.5199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0386,1578A4063,0.064625,135066,CNY,610498.32
2024-09-01,CHINA-WAREHOUSE,MAT-0386,6801A5000,0.012375,25864,CNY,116905.27999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0386,7801A3831,0.02475,51728,CNY,233810.55999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0386,2331A1220,0.02475,51728,CNY,233810.55999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0380,8668A3224,0.00275,5748,CNY,25980.96
2024-09-01,CHINA-WAREHOUSE,MAT-0380,4454A6981,0.02475,51728,CNY,233810.55999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0055,9392A6839,0.004125,10808,CNY,48852.159999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0055,1242A8802,0.004125,10808,CNY,48852.159999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0055,4651A1567,0.0055,14410,CNY,65133.2
2024-09-01,CHINA-WAREHOUSE,MAT-0055,3313A3240,0.00115,3013,CNY,13618.759999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0055,7739A3684,0.0,7205,CNY,32566.6
2024-09-01,CHINA-WAREHOUSE,MAT-0055,9315A2898,0.039875,104473,CNY,472217.95999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0055,5109A4104,0.088,230560,CNY,1042131.2
2024-09-01,CHINA-WAREHOUSE,MAT-0055,3027A9696,0.064625,169318,CNY,765317.3599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0055,3497A7766,0.02475,64845,CNY,293099.39999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0055,7919A9356,0.07425,194535,CNY,879298.2
2024-09-01,CHINA-WAREHOUSE,MAT-0055,3283A1559,0.0055,14410,CNY,65133.2
2024-09-01,CHINA-WAREHOUSE,MAT-0055,1746A9127,0.031625,82858,CNY,374518.16
2024-09-01,CHINA-WAREHOUSE,MAT-0055,1686A3067,0.088,230560,CNY,1042131.2
2024-09-01,CHINA-WAREHOUSE,MAT-0055,8901A4259,0.004125,10808,CNY,48852.159999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0202,2088A8246,0.001125,2239,CNY,10120.279999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0202,2377A5675,0.046,91540,CNY,413760.8
2024-09-01,CHINA-WAREHOUSE,MAT-0007,5785A9734,0.04375,91438,CNY,413299.75999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0007,4064A2629,0.0495,103455,CNY,467616.6
2024-09-01,CHINA-WAREHOUSE,MAT-0007,2295A3138,0.07425,155183,CNY,701427.1599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0007,9200A1763,0.02475,51728,CNY,233810.55999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0007,4285A4082,0.06875,143688,CNY,649469.7599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0007,8530A8381,0.03025,63223,CNY,285767.95999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0007,4787A6732,0.089375,186794,CNY,844308.8799999999
2024-09-01,CHINA-WAREHOUSE,MAT-0007,9000A3015,0.086625,181046,CNY,818327.9199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0007,6031A8099,0.0715,149435,CNY,675446.2
2024-09-01,CHINA-WAREHOUSE,MAT-0317,S6066A,0.00095,6983,CNY,31563.159999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0317,S4443A,0.009725,71479,CNY,323085.07999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P4713A,0.0013,9708,CNY,43880.159999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P9706A,0.0,530,CNY,2395.6
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P9617A,0.0,530,CNY,2395.6
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P4196A,0.0,530,CNY,2395.6
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P7298A,0.0,530,CNY,2395.6
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P7500A,0.005975,42184,CNY,190671.68
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P1532A,0.0239,168734,CNY,762677.6799999999
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P6351A,0.305875,2160007,CNY,9763231.639999999
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P6105A,0.0,530,CNY,2395.6
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P1549A,0.0,530,CNY,2395.6
2024-09-01,CHINA-WAREHOUSE,MAT-0323,P4909A,0.0,530,CNY,2395.6
2024-09-01,CHINA-WAREHOUSE,MAT-0056,2379A,7.5e-05,416,CNY,1880.3199999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0056,5381A,0.00275,15263,CNY,68988.76
2024-09-01,CHINA-WAREHOUSE,MAT-0056,7030A,0.009625,53419,CNY,241453.87999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0056,4674A,0.074225,411949,CNY,1862009.4799999997
2024-09-01,CHINA-WAREHOUSE,MAT-0056,3224A,0.028875,160256,CNY,724357.1199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0056,1633A,0.0495,274725,CNY,1241756.9999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0056,8962A,0.148425,823759,CNY,3723390.6799999997
2024-09-01,CHINA-WAREHOUSE,MAT-0056,9633A,0.12375,686813,CNY,3104394.76
2024-09-01,CHINA-WAREHOUSE,MAT-0056,1226A,0.0495,274725,CNY,1241756.9999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0056,4767A,0.111375,618131,CNY,2793952.1199999996
2024-09-01,CHINA-WAREHOUSE,MAT-0056,8246A,0.012375,68681,CNY,310438.12
2024-09-01,CHINA-WAREHOUSE,MAT-0056,7885A,0.094875,526556,CNY,2380033.1199999996
2024-09-01,CHINA-WAREHOUSE,MAT-0056,8102A,0.0288,159840,CNY,722476.7999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0056,6829A,0.02475,137363,CNY,620880.7599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0056,8899A,0.10585,587468,CNY,2655355.36
2024-09-01,CHINA-WAREHOUSE,MAT-0056,7447A,0.138875,770756,CNY,3483817.1199999996
2024-09-01,CHINA-WAREHOUSE,MAT-0056,4267A,0.03845,213398,CNY,964558.96
2024-09-01,CHINA-WAREHOUSE,MAT-0056,5874A,0.10725,595238,CNY,2690475.76
2024-09-01,CHINA-WAREHOUSE,MAT-0056,3889A,0.02475,137363,CNY,620880.7599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0056,4808A,0.02475,137363,CNY,620880.7599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0056,6527A,0.123675,686396,CNY,3102509.92
2024-09-01,CHINA-WAREHOUSE,MAT-0056,9185A,0.056375,312881,CNY,1414222.1199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0056,1990A,0.067375,373931,CNY,1690168.1199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0387,6043B,0.00195,0,CNY,0.0
2024-09-01,CHINA-WAREHOUSE,MAT-0387,6175B,0.01885,0,CNY,0.0
2024-09-01,CHINA-WAREHOUSE,MAT-0206,V6782A,0.00065,8340,CNY,37696.799999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0206,V9179A,0.00175,22453,CNY,101487.56
2024-09-01,CHINA-WAREHOUSE,MAT-0206,V6071A,0.1274,1634542,CNY,7388129.839999999
2024-09-01,CHINA-WAREHOUSE,MAT-0206,V2811A,0.13,1667900,CNY,7538907.999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0206,V9779A,0.0125,160375,CNY,724894.9999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0324,V7863A,0.1562,2121196,CNY,9587805.92
2024-09-01,CHINA-WAREHOUSE,MAT-0324,V5307A,0.119925,1628582,CNY,7361190.64
2024-09-01,CHINA-WAREHOUSE,MAT-0084,R9779A,0.593875,2553663,CNY,11542556.76
2024-09-01,CHINA-WAREHOUSE,MAT-0084,R8049A,0.445425,1915328,CNY,8657282.559999999
2024-09-01,CHINA-WAREHOUSE,MAT-0084,S1530A,5e-05,215,CNY,971.8
2024-09-01,CHINA-WAREHOUSE,MAT-0084,S9684A,0.0002,860,CNY,3887.2
2024-09-01,CHINA-WAREHOUSE,MAT-0084,S8748A,0.007975,34293,CNY,155004.36
2024-09-01,CHINA-WAREHOUSE,MAT-0084,S4467A,0.2759,1186370,CNY,5362392.399999999
2024-09-01,CHINA-WAREHOUSE,MAT-0084,S5923A,0.35005,1505215,CNY,6803571.8
2024-09-01,CHINA-WAREHOUSE,MAT-0318,R9214A,0.0003,1290,CNY,5830.799999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0318,R9342A,0.066,283800,CNY,1282775.9999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0318,S6334A,0.527975,2270293,CNY,10261724.36
2024-09-01,CHINA-WAREHOUSE,MAT-0325,E8335A,0.005325,24016,CNY,108552.31999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0325,E6170A,0.0495,223245,CNY,1009067.3999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0325,E4318A,0.470075,2120038,CNY,9582571.76
2024-09-01,CHINA-WAREHOUSE,MAT-0325,E3812A,0.123675,557774,CNY,2521138.48
2024-09-01,CHINA-WAREHOUSE,MAT-0416,E3094A,0.000925,4218,CNY,19065.359999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0416,E2503A,0.197825,902082,CNY,4077410.6399999997
2024-09-01,CHINA-WAREHOUSE,MAT-0416,E1199A,0.29695,1354092,CNY,6120495.84
2024-09-01,CHINA-WAREHOUSE,MAT-0416,E2599A,0.3216,1466496,CNY,6628561.919999999
2024-09-01,CHINA-WAREHOUSE,MAT-0326,M1036A,0.01775,48635,CNY,219830.19999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0326,M9936A,0.04095,112203,CNY,507157.55999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0151,R5222A,0.0007,3157,CNY,14269.64
2024-09-01,CHINA-WAREHOUSE,MAT-0151,R7713A,0.0632,285032,CNY,1288344.64
2024-09-01,CHINA-WAREHOUSE,MAT-0151,R5144A,0.00825,37208,CNY,168180.15999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0151,R3505A,0.222625,1004039,CNY,4538256.279999999
2024-09-01,CHINA-WAREHOUSE,MAT-0151,R2688A,0.165,744150,CNY,3363557.9999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0428,R7924A,0.036775,165855,CNY,749664.6
2024-09-01,CHINA-WAREHOUSE,MAT-0428,R3390A,0.1943,876293,CNY,3960844.3599999994
2024-09-01,CHINA-WAREHOUSE,MAT-0428,R4624A,0.1017,458667,CNY,2073174.8399999999
2024-09-01,CHINA-WAREHOUSE,MAT-0428,R6433A,0.02475,111623,CNY,504535.95999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0428,R3367A,0.0495,223245,CNY,1009067.3999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0428,R6795A,0.07425,334868,CNY,1513603.3599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0015,R7340A,0.001175,5299,CNY,23951.479999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0015,R5109A,1.2106,5459806,CNY,24678323.119999997
2024-09-01,CHINA-WAREHOUSE,MAT-0015,R1154A,0.509875,2299536,CNY,10393902.719999999
2024-09-01,CHINA-WAREHOUSE,MAT-0015,R8516A,0.076675,345804,CNY,1563034.0799999998
2024-09-01,CHINA-WAREHOUSE,MAT-0015,S7448A,0.0,5750,CNY,25989.999999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0279,5148A,0.000675,4826,CNY,21813.519999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0279,8958A,0.0006,4290,CNY,19390.8
2024-09-01,CHINA-WAREHOUSE,MAT-0279,SCRAP,0.000262,1873,CNY,8465.96
2024-09-01,CHINA-WAREHOUSE,MAT-0294,2542A,0.0018,5166,CNY,23350.319999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M8181A,0.0,79475,CNY,359226.99999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M2299B,0.00825,30855,CNY,139464.59999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M4196A,0.00275,10285,CNY,46488.2
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M8046B,0.00275,10285,CNY,46488.2
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M9616C,0.00375,14025,CNY,63392.99999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M9310A,0.034375,128563,CNY,581104.7599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M8974C,0.024725,92472,CNY,417973.43999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M6757A,0.041175,153995,CNY,696057.3999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M6220B,0.02475,92565,CNY,418393.8
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M6157A,0.039875,149133,CNY,674081.1599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0327,M1300A,0.009625,35998,CNY,162710.96
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M9805C,0.022,82280,CNY,371905.6
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M1514B,0.023275,87049,CNY,393461.48
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M1457A,0.001375,5143,CNY,23246.359999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M6651C,0.000875,3273,CNY,14793.96
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M8830A,0.017875,66853,CNY,302175.56
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M7210C,0.000125,468,CNY,2115.3599999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M3114A,0.04525,169235,CNY,764942.2
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M5707B,0.023375,87423,CNY,395151.95999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M9399A,0.004125,15428,CNY,69734.56
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M8216B,0.03025,113135,CNY,511370.19999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M4631A,0.01925,71995,CNY,325417.39999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M1542B,0.034375,128563,CNY,581104.7599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M9467A,0.00275,10285,CNY,46488.2
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M7319B,0.077,287980,CNY,1301669.5999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M3317A,0.089375,334263,CNY,1510868.7599999998
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M3449A,0.044,164560,CNY,743811.2
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M2221A,0.02475,92565,CNY,418393.8
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M1033A,0.02475,92565,CNY,418393.8
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M8348C,0.023375,87423,CNY,395151.95999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M5295A,0.02475,92565,CNY,418393.8
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M6506B,0.072875,272553,CNY,1231939.5599999998
2024-09-01,CHINA-WAREHOUSE,MAT-0356,M3012B,0.050875,190273,CNY,860033.96
2024-09-01,CHINA-WAREHOUSE,MAT-0328,V7468B,0.075,725250,CNY,3278129.9999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0328,V6940A,0.0015,14505,CNY,65562.59999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0328,V6835A,0.005075,49075,CNY,221818.99999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0328,V1277A,0.424325,4103223,CNY,18546567.959999997
2024-09-01,CHINA-WAREHOUSE,MAT-0270,V8714A,0.0015,14805,CNY,66918.59999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0270,V7805A,0.0045,44415,CNY,200755.8
2024-09-01,CHINA-WAREHOUSE,MAT-0270,V9486A,0.1171,1155777,CNY,5224112.039999999
2024-09-01,CHINA-WAREHOUSE,MAT-0270,V8487A,0.392825,3877183,CNY,17524867.16
2024-09-01,CHINA-WAREHOUSE,MAT-0270,V9206A,0.279075,2754470,CNY,12450204.399999999
2024-09-01,CHINA-WAREHOUSE,MAT-0107,V5370A,0.0364,354172,CNY,1600857.44
2024-09-01,CHINA-WAREHOUSE,MAT-0111,4986A6798,0.000525,3140,CNY,14192.8
2024-09-01,CHINA-WAREHOUSE,MAT-0111,3434A1779,0.0055,32890,CNY,148662.8
2024-09-01,CHINA-WAREHOUSE,MAT-0111,1093A6264,0.056375,337123,CNY,1523795.96
2024-09-01,CHINA-WAREHOUSE,MAT-0111,2746A2209,0.022,131560,CNY,594651.2
2024-09-01,CHINA-WAREHOUSE,MAT-0111,2330A3052,0.0495,296010,CNY,1337965.2
2024-09-01,CHINA-WAREHOUSE,MAT-0111,2295A1281,0.09075,542685,CNY,2452936.1999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0111,8636A9945,0.00275,16445,CNY,74331.4
2024-09-01,CHINA-WAREHOUSE,MAT-0111,8666A5695,0.004125,24668,CNY,111499.35999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0111,6050A5411,0.050875,304233,CNY,1375133.16
2024-09-01,CHINA-WAREHOUSE,MAT-0111,9616A7666,0.0275,164450,CNY,743313.9999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0352,2836G1716QDA,0.000625,4225,CNY,19097.0
2024-09-01,CHINA-WAREHOUSE,MAT-0352,8918G7063QAC,0.011,74360,CNY,336107.19999999995
2024-09-01,CHINA-WAREHOUSE,MAT-0329,8219E2072QAC,0.022775,153959,CNY,695894.6799999999
2024-09-01,CHINA-WAREHOUSE,MAT-0330,5045F1981QCE,0.024275,164099,CNY,741727.48
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H6435A,0.0212,19716,CNY,89116.31999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H6063A,0.0576,53568,CNY,242127.36
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H6364A,0.056375,52429,CNY,236979.08
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H9549A,0.00825,7673,CNY,34681.96
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H1684A,0.03575,33248,CNY,150280.96
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H8273A,0.001375,1279,CNY,5781.079999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H3869A,0.057625,53591,CNY,242231.31999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H1393A,0.055,51150,CNY,231197.99999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H8981A,0.02475,23018,CNY,104041.35999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H5368A,0.02475,23018,CNY,104041.35999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H7543A,0.0495,46035,CNY,208078.19999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H5216A,0.024725,22994,CNY,103932.87999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H1761A,0.099,92070,CNY,416156.39999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0160,H1079A,0.099,92070,CNY,416156.39999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0187,SCRAP,0.000227,211,CNY,953.7199999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E9035A2870,0.00085,1043885,CNY,4718360.199999999
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E8206A6742,0.0247,30334070,CNY,137109996.39999998
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E9112A3822,0.044,54036400,CNY,244244527.99999997
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E3124A7020,0.048125,59102313,CNY,267142454.75999996
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E2862A3891,0.011,13509100,CNY,61061131.99999999
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E3932A3885,0.023375,28706838,CNY,129754907.75999999
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E7539A5562,0.067375,82743238,CNY,373999435.76
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E1868A1586,0.00825,10131825,CNY,45795848.99999999
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E8305A8362,0.0907,111388670,CNY,503476788.4
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E9779A8055,0.08775,107765775,CNY,487101302.99999994
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E8434A7205,0.009625,11820463,CNY,53428492.76
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E3908A1869,0.067375,82743238,CNY,373999435.76
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E1487A2769,0.083675,102761268,CNY,464480931.35999995
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E5496A7008,0.065975,81023898,CNY,366228018.96
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E7151A7847,0.08525,104695525,CNY,473223772.99999994
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E8555A1439,0.01375,16886375,CNY,76326415.0
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E9377A5258,0.015125,18575013,CNY,83959058.75999999
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E2879A7216,0.08655,106292055,CNY,480440088.59999996
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E3553A4769,0.08675,106537675,CNY,481550290.99999994
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E5761A3499,0.05345,65641945,CNY,296701591.4
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E6697A5868,0.08525,104695525,CNY,473223772.99999994
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E7035A3826,0.009625,11820463,CNY,53428492.76
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E7451A5186,0.0055,6754550,CNY,30530565.999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E6679A2387,0.08385,102976185,CNY,465452356.1999999
2024-09-01,CHINA-WAREHOUSE,MAT-0341,E1955A9002,0.064625,79365963,CNY,358734152.76
2024-09-01,CHINA-WAREHOUSE,MAT-0190,E9195A6811,0.00115,2910,CNY,13153.199999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0190,E4628A4671,0.0357,90321,CNY,408250.92
2024-09-01,CHINA-WAREHOUSE,MAT-0190,E5576A5477,0.08795,222514,CNY,1005763.2799999999
2024-09-01,CHINA-WAREHOUSE,MAT-0190,E8855A2173,0.087925,222450,CNY,1005473.9999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0190,E3058A8399,0.08385,212141,CNY,958877.32
2024-09-01,CHINA-WAREHOUSE,MAT-0190,E8974A3339,0.00495,12524,CNY,56608.479999999996
2024-09-01,CHINA-WAREHOUSE,MAT-0190,E9609A8996,0.039775,100631,CNY,454852.11999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0190,E9985A4733,0.02475,62618,CNY,283033.36
2024-09-01,CHINA-WAREHOUSE,MAT-0190,E3986A8807,0.049475,125172,CNY,565777.44
2024-09-01,CHINA-WAREHOUSE,MAT-0246,E7281A3697,0.0009,2097,CNY,9478.439999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0152,M1002B,0.04095,0,CNY,0.0
2024-09-01,CHINA-WAREHOUSE,MAT-0381,R7141A,0.07425,334868,CNY,1513603.3599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0137,R1653A,0.00075,3383,CNY,15291.159999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0137,R8535A,0.010825,48821,CNY,220670.91999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0137,R2349A,0.19105,861636,CNY,3894594.7199999997
2024-09-01,CHINA-WAREHOUSE,MAT-0137,R4599A,0.00275,12403,CNY,56061.56
2024-09-01,CHINA-WAREHOUSE,MAT-0137,R3420A,0.056375,254251,CNY,1149214.5199999998
2024-09-01,CHINA-WAREHOUSE,MAT-0137,R8250A,0.591225,2666425,CNY,12052240.999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0234,9645A4711,0.02325,46500,CNY,210179.99999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0234,2234A5369,0.015125,30250,CNY,136730.0
2024-09-01,CHINA-WAREHOUSE,MAT-0234,4403A1587,0.07975,159500,CNY,720939.9999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0234,1096A9755,0.053625,107250,CNY,484769.99999999994
2024-09-01,CHINA-WAREHOUSE,MAT-0234,9054A8785,0.001375,2750,CNY,12429.999999999998
2024-09-01,CHINA-WAREHOUSE,MAT-0234,9506A5672,0.01375,27500,CNY,124299.99999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0234,5284A6269,0.0605,121000,CNY,546920.0
2024-09-01,CHINA-WAREHOUSE,MAT-0234,4861A3870,0.023375,46750,CNY,211309.99999999997
2024-09-01,CHINA-WAREHOUSE,MAT-0396,E5757A,0.02475,187853,CNY,849095.5599999999
2024-09-01,CHINA-WAREHOUSE,MAT-0158,P2370A,0.0004,3560,CNY,16091.199999999999
2024-09-01,CHINA-WAREHOUSE,MAT-0158,P8698A,0.00275,20292,CNY,91719.84
2024-09-01,CHINA-WAREHOUSE,MAT-0158,P3716A,0.229425,1634218,CNY,7386665.359999999
2024-09-01,CHINA-WAREHOUSE,MAT-0158,P2284A,0.203825,1451946,CNY,6562795.919999999
