BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY,MONTH,EXCHANGE_RATE,SELL_VALUE_THB
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P6758A,0,KG,534,CNY,2024-12,4.53,2419.02
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P3582A,14650,KG,104308,CNY,2024-12,4.53,472515.24000000005
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P2089A,254925,KG,1815066,CNY,2024-12,4.53,8222248.98
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P8395A,33625,KG,239944,CNY,2024-12,4.53,1086946.32
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P3317A,0,KG,534,CNY,2024-12,4.53,2419.02
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P7595A,7500,KG,53400,CNY,2024-12,4.53,241902.0
2024-12-31,CHINA-WAREHOUSE,MAT-0261,P6884A,93000,KG,662160,CNY,2024-12,4.53,2999584.8000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0313,P7592A,0,KG,396,CNY,2024-12,4.53,1793.88
2024-12-31,CHINA-WAREHOUSE,MAT-0313,P8966A,0,KG,396,CNY,2024-12,4.53,1793.88
2024-12-31,CHINA-WAREHOUSE,MAT-0313,P5038A,0,KG,396,CNY,2024-12,4.53,1793.88
2024-12-31,CHINA-WAREHOUSE,MAT-0313,P3217A,47800,KG,189288,CNY,2024-12,4.53,857474.64
2024-12-31,CHINA-WAREHOUSE,MAT-0199,SCRAP,8544,KG,122608,CNY,2024-12,4.53,555414.24
2024-12-31,CHINA-WAREHOUSE,MAT-0199,T2455A,1175,KG,16861,CNY,2024-12,4.53,76380.33
2024-12-31,CHINA-WAREHOUSE,MAT-0199,T5551A,650,KG,9328,CNY,2024-12,4.53,42255.840000000004
2024-12-31,CHINA-WAREHOUSE,MAT-0199,T7421A,1050,KG,15068,CNY,2024-12,4.53,68258.04000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V8051A,825,KG,11839,CNY,2024-12,4.53,53630.670000000006
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V2061A,675,KG,9686,CNY,2024-12,4.53,43877.58
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V4761A,525,KG,7534,CNY,2024-12,4.53,34129.020000000004
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V2724A,125,KG,1794,CNY,2024-12,4.53,8126.820000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V6816A,1000,KG,14350,CNY,2024-12,4.53,65005.5
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V3118A,650,KG,9328,CNY,2024-12,4.53,42255.840000000004
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V2011A,325,KG,4664,CNY,2024-12,4.53,21127.920000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V4008A,1300,KG,18655,CNY,2024-12,4.53,84507.15000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V3640A,1325,KG,19014,CNY,2024-12,4.53,86133.42
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V6558A,1500,KG,21525,CNY,2024-12,4.53,97508.25
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V6789A,725,KG,10404,CNY,2024-12,4.53,47130.12
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V3262A,150,KG,2153,CNY,2024-12,4.53,9753.09
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V9383A,125,KG,1794,CNY,2024-12,4.53,8126.820000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V9606A,1475,KG,21166,CNY,2024-12,4.53,95881.98000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0199,V2440A,750,KG,10763,CNY,2024-12,4.53,48756.39
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V2189A,25,KG,266,CNY,2024-12,4.53,1204.98
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V2885A,1475,KG,15665,CNY,2024-12,4.53,70962.45
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V9174A,170750,KG,1813365,CNY,2024-12,4.53,8214543.45
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V2012A,254675,KG,2704649,CNY,2024-12,4.53,12252059.97
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V1405A,177000,KG,1879740,CNY,2024-12,4.53,8515222.200000001
2024-12-31,CHINA-WAREHOUSE,MAT-0142,V5205A,358500,KG,3807270,CNY,2024-12,4.53,17246933.1
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V5971A,79500,KG,844290,CNY,2024-12,4.53,3824633.7
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V1824A,144000,KG,1529280,CNY,2024-12,4.53,6927638.4
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V3953A,300500,KG,3191310,CNY,2024-12,4.53,14456634.3
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V9646A,371825,KG,3948782,CNY,2024-12,4.53,17887982.46
2024-12-31,CHINA-WAREHOUSE,MAT-0143,V9165A,76500,KG,812430,CNY,2024-12,4.53,3680307.9000000004
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V8180A,23750,KG,283813,CNY,2024-12,4.53,1285672.8900000001
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V5892A,325,KG,3884,CNY,2024-12,4.53,17594.52
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V4671A,100750,KG,1203963,CNY,2024-12,4.53,5453952.390000001
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V9257A,268350,KG,3206783,CNY,2024-12,4.53,14526726.99
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V2794A,220500,KG,2634975,CNY,2024-12,4.53,11936436.75
2024-12-31,CHINA-WAREHOUSE,MAT-0314,V1951A,34500,KG,412275,CNY,2024-12,4.53,1867605.75
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V2131A,1500,KG,15930,CNY,2024-12,4.53,72162.90000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V8193A,51000,KG,541620,CNY,2024-12,4.53,2453538.6
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V9124A,293900,KG,3121218,CNY,2024-12,4.53,14139117.540000001
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V2376A,331475,KG,3520265,CNY,2024-12,4.53,15946800.450000001
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V7426A,184475,KG,1959125,CNY,2024-12,4.53,8874836.25
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V2653A,126000,KG,1338120,CNY,2024-12,4.53,6061683.600000001
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V3126A,121300,KG,1288206,CNY,2024-12,4.53,5835573.180000001
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V8615A,298425,KG,3169274,CNY,2024-12,4.53,14356811.22
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V9651A,179800,KG,1909476,CNY,2024-12,4.53,8649926.280000001
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V4358A,65975,KG,700655,CNY,2024-12,4.53,3173967.1500000004
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V8133A,241500,KG,2564730,CNY,2024-12,4.53,11618226.9
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V5871A,55500,KG,589410,CNY,2024-12,4.53,2670027.3000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V9546A,172350,KG,1830357,CNY,2024-12,4.53,8291517.210000001
2024-12-31,CHINA-WAREHOUSE,MAT-0144,V9852A,255000,KG,2708100,CNY,2024-12,4.53,12267693.0
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V8048A,1150,KG,12363,CNY,2024-12,4.53,56004.39000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V5531A,96000,KG,1032000,CNY,2024-12,4.53,4674960.0
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V4246A,124325,KG,1336494,CNY,2024-12,4.53,6054317.82
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V7882A,1500,KG,16125,CNY,2024-12,4.53,73046.25
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V6724A,227750,KG,2448313,CNY,2024-12,4.53,11090857.89
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V1264A,434825,KG,4674369,CNY,2024-12,4.53,21174891.57
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V4043A,264700,KG,2845525,CNY,2024-12,4.53,12890228.25
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V3815A,167825,KG,1804119,CNY,2024-12,4.53,8172659.07
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V5394A,1500,KG,16125,CNY,2024-12,4.53,73046.25
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V3074A,1500,KG,16125,CNY,2024-12,4.53,73046.25
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V2283A,153000,KG,1644750,CNY,2024-12,4.53,7450717.5
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V6628A,253375,KG,2723781,CNY,2024-12,4.53,12338727.930000002
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V7613A,445175,KG,4785631,CNY,2024-12,4.53,21678908.43
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V9746A,574225,KG,6172919,CNY,2024-12,4.53,27963323.07
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V6047A,190275,KG,2045456,CNY,2024-12,4.53,9265915.68
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V8787A,565100,KG,6074825,CNY,2024-12,4.53,27518957.25
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V7991A,338550,KG,3639413,CNY,2024-12,4.53,16486540.89
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V3605A,126000,KG,1354500,CNY,2024-12,4.53,6135885.0
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V8543A,129000,KG,1386750,CNY,2024-12,4.53,6281977.5
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V9037A,133500,KG,1435125,CNY,2024-12,4.53,6501116.25
2024-12-31,CHINA-WAREHOUSE,MAT-0145,V3605A,351000,KG,3773250,CNY,2024-12,4.53,17092822.5
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V1821A,175,KG,2105,CNY,2024-12,4.53,9535.65
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V1214A,3000,KG,36090,CNY,2024-12,4.53,163487.7
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V7566A,1500,KG,18045,CNY,2024-12,4.53,81743.85
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V3227A,93150,KG,1120595,CNY,2024-12,4.53,5076295.350000001
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V4612A,278825,KG,3354265,CNY,2024-12,4.53,15194820.450000001
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V2803A,34500,KG,415035,CNY,2024-12,4.53,1880108.55
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V2774A,194975,KG,2345549,CNY,2024-12,4.53,10625336.97
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V9872A,259500,KG,3121785,CNY,2024-12,4.53,14141686.05
2024-12-31,CHINA-WAREHOUSE,MAT-0001,V3121A,225825,KG,2716675,CNY,2024-12,4.53,12306537.75
2024-12-31,CHINA-WAREHOUSE,MAT-0201,V9437A,4500,KG,47790,CNY,2024-12,4.53,216488.7
2024-12-31,CHINA-WAREHOUSE,MAT-0201,V4294A,95850,KG,1017927,CNY,2024-12,4.53,4611209.3100000005
2024-12-31,CHINA-WAREHOUSE,MAT-0201,V4264A,108000,KG,1146960,CNY,2024-12,4.53,5195728.800000001
2024-12-31,CHINA-WAREHOUSE,MAT-0319,S6664A,975,KG,7166,CNY,2024-12,4.53,32461.980000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0319,S8711A,444000,KG,3263400,CNY,2024-12,4.53,14783202.0
2024-12-31,CHINA-WAREHOUSE,MAT-0319,S2051A,695650,KG,5113028,CNY,2024-12,4.53,23162016.84
2024-12-31,CHINA-WAREHOUSE,MAT-0163,E2075A,375,KG,2846,CNY,2024-12,4.53,12892.380000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0176,T3711A,73500,KG,934920,CNY,2024-12,4.53,4235187.600000001
2024-12-31,CHINA-WAREHOUSE,MAT-0176,T6495A,25500,KG,324360,CNY,2024-12,4.53,1469350.8
2024-12-31,CHINA-WAREHOUSE,MAT-0398,SCRAP,9761,KG,25086,CNY,2024-12,4.53,113639.58
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M8779A,86575,KG,262322,CNY,2024-12,4.53,1188318.6600000001
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M2413B,4125,KG,12499,CNY,2024-12,4.53,56620.47
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M2708A,19250,KG,58328,CNY,2024-12,4.53,264225.84
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M4905A,5500,KG,16665,CNY,2024-12,4.53,75492.45
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M6857C,700,KG,2121,CNY,2024-12,4.53,9608.130000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0315,M8607B,9600,KG,29088,CNY,2024-12,4.53,131768.64
2024-12-31,CHINA-WAREHOUSE,MAT-0290,V6100A,24700,KG,354445,CNY,2024-12,4.53,1605635.85
2024-12-31,CHINA-WAREHOUSE,MAT-0146,S4114A,13525,KG,61674,CNY,2024-12,4.53,279383.22000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0146,S2470A,259800,KG,1184688,CNY,2024-12,4.53,5366636.640000001
2024-12-31,CHINA-WAREHOUSE,MAT-0049,S9549A,142550,KG,650028,CNY,2024-12,4.53,2944626.8400000003
2024-12-31,CHINA-WAREHOUSE,MAT-0286,V6032A,15000,KG,276300,CNY,2024-12,4.53,1251639.0
2024-12-31,CHINA-WAREHOUSE,MAT-0286,V7115A,12000,KG,221040,CNY,2024-12,4.53,1001311.2000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0013,V2524A,1225,KG,13169,CNY,2024-12,4.53,59655.57
2024-12-31,CHINA-WAREHOUSE,MAT-0013,V2475A,25,KG,269,CNY,2024-12,4.53,1218.5700000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0013,V7681A,16550,KG,177913,CNY,2024-12,4.53,805945.89
2024-12-31,CHINA-WAREHOUSE,MAT-0013,V9936A,51000,KG,548250,CNY,2024-12,4.53,2483572.5
2024-12-31,CHINA-WAREHOUSE,MAT-0147,V4625A,525,KG,263,CNY,2024-12,4.53,1191.39
2024-12-31,CHINA-WAREHOUSE,MAT-0147,V7879A,73625,KG,36813,CNY,2024-12,4.53,166762.89
2024-12-31,CHINA-WAREHOUSE,MAT-0147,V1813A,13500,KG,6750,CNY,2024-12,4.53,30577.5
2024-12-31,CHINA-WAREHOUSE,MAT-0147,V1813A,153000,KG,76500,CNY,2024-12,4.53,346545.0
2024-12-31,CHINA-WAREHOUSE,MAT-0003,3466,39168,KG,36426,CNY,2024-12,4.53,165009.78
2024-12-31,CHINA-WAREHOUSE,MAT-0003,5422,58752,KG,54639,CNY,2024-12,4.53,247514.67
2024-12-31,CHINA-WAREHOUSE,MAT-0003,5541,12240,KG,11383,CNY,2024-12,4.53,51564.990000000005
2024-12-31,CHINA-WAREHOUSE,MAT-0003,4443,7344,KG,6830,CNY,2024-12,4.53,30939.9
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M2836B,5500,KG,25080,CNY,2024-12,4.53,113612.40000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1176A,9625,KG,43890,CNY,2024-12,4.53,198821.7
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M6238B,12375,KG,56430,CNY,2024-12,4.53,255627.90000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9918A,42625,KG,194370,CNY,2024-12,4.53,880496.1000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M3685B,6875,KG,31350,CNY,2024-12,4.53,142015.5
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1484A,90750,KG,413820,CNY,2024-12,4.53,1874604.6
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M2940B,50875,KG,231990,CNY,2024-12,4.53,1050914.7
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9027B,1375,KG,6270,CNY,2024-12,4.53,28403.100000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1036B,2750,KG,12540,CNY,2024-12,4.53,56806.200000000004
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9354A,1375,KG,6270,CNY,2024-12,4.53,28403.100000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M8907B,64625,KG,294690,CNY,2024-12,4.53,1334945.7000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M8553A,89375,KG,407550,CNY,2024-12,4.53,1846201.5
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M2348B,83875,KG,382470,CNY,2024-12,4.53,1732589.1
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9667A,57750,KG,263340,CNY,2024-12,4.53,1192930.2
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M6300B,23375,KG,106590,CNY,2024-12,4.53,482852.7
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M6456A,81125,KG,369930,CNY,2024-12,4.53,1675782.9000000001
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M2840B,83875,KG,382470,CNY,2024-12,4.53,1732589.1
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9194A,8250,KG,37620,CNY,2024-12,4.53,170418.6
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M7006A,33000,KG,150480,CNY,2024-12,4.53,681674.4
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M9557B,82500,KG,376200,CNY,2024-12,4.53,1704186.0
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1200A,12375,KG,56430,CNY,2024-12,4.53,255627.90000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M1890A,19250,KG,87780,CNY,2024-12,4.53,397643.4
2024-12-31,CHINA-WAREHOUSE,MAT-0320,M3165B,27500,KG,125400,CNY,2024-12,4.53,568062.0
2024-12-31,CHINA-WAREHOUSE,MAT-0321,S9101A,20225,KG,148654,CNY,2024-12,4.53,673402.62
2024-12-31,CHINA-WAREHOUSE,MAT-0382,R2713A,23375,KG,171806,CNY,2024-12,4.53,778281.18
2024-12-31,CHINA-WAREHOUSE,MAT-0382,S6932A,450,KG,3308,CNY,2024-12,4.53,14985.240000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0382,S1036A,1300,KG,9555,CNY,2024-12,4.53,43284.15
2024-12-31,CHINA-WAREHOUSE,MAT-0382,R3890A,99000,KG,727650,CNY,2024-12,4.53,3296254.5
2024-12-31,CHINA-WAREHOUSE,MAT-0053,R6419A,62225,KG,472288,CNY,2024-12,4.53,2139464.64
2024-12-31,CHINA-WAREHOUSE,MAT-0053,S9350A,81100,KG,615549,CNY,2024-12,4.53,2788436.97
2024-12-31,CHINA-WAREHOUSE,MAT-0264,R5001A,1375,KG,10436,CNY,2024-12,4.53,47275.08
2024-12-31,CHINA-WAREHOUSE,MAT-0264,R1479A,1375,KG,10436,CNY,2024-12,4.53,47275.08
2024-12-31,CHINA-WAREHOUSE,MAT-0264,R1886A,525,KG,3985,CNY,2024-12,4.53,18052.05
2024-12-31,CHINA-WAREHOUSE,MAT-0264,S9841A,100,KG,759,CNY,2024-12,4.53,3438.27
2024-12-31,CHINA-WAREHOUSE,MAT-0264,S3048A,2750,KG,20873,CNY,2024-12,4.53,94554.69
2024-12-31,CHINA-WAREHOUSE,MAT-0264,S9612A,123650,KG,938504,CNY,2024-12,4.53,4251423.12
2024-12-31,CHINA-WAREHOUSE,MAT-0097,E4406A,19450,KG,147626,CNY,2024-12,4.53,668745.78
2024-12-31,CHINA-WAREHOUSE,MAT-0097,E8903A,569200,KG,4320228,CNY,2024-12,4.53,19570632.84
2024-12-31,CHINA-WAREHOUSE,MAT-0097,E8903A,148500,KG,1127115,CNY,2024-12,4.53,5105830.95
2024-12-31,CHINA-WAREHOUSE,MAT-0265,E9478A,150650,KG,1143434,CNY,2024-12,4.53,5179756.0200000005
2024-12-31,CHINA-WAREHOUSE,MAT-0265,E9747A,435875,KG,3308291,CNY,2024-12,4.53,14986558.23
2024-12-31,CHINA-WAREHOUSE,MAT-0265,E5650A,296950,KG,2253851,CNY,2024-12,4.53,10209945.030000001
2024-12-31,CHINA-WAREHOUSE,MAT-0265,E8318A,148500,KG,1127115,CNY,2024-12,4.53,5105830.95
2024-12-31,CHINA-WAREHOUSE,MAT-0266,E9836A,2750,KG,20873,CNY,2024-12,4.53,94554.69
2024-12-31,CHINA-WAREHOUSE,MAT-0266,E6196A,675,KG,5123,CNY,2024-12,4.53,23207.190000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0266,E2803A,74250,KG,563558,CNY,2024-12,4.53,2552917.74
2024-12-31,CHINA-WAREHOUSE,MAT-0266,E1548A,49500,KG,375705,CNY,2024-12,4.53,1701943.6500000001
2024-12-31,CHINA-WAREHOUSE,MAT-0316,E2093A,700,KG,5313,CNY,2024-12,4.53,24067.890000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0316,E3063A,1350,KG,10247,CNY,2024-12,4.53,46418.91
2024-12-31,CHINA-WAREHOUSE,MAT-0101,E4752A,24375,KG,185006,CNY,2024-12,4.53,838077.18
2024-12-31,CHINA-WAREHOUSE,MAT-0101,E9719A,24750,KG,187853,CNY,2024-12,4.53,850974.0900000001
2024-12-31,CHINA-WAREHOUSE,MAT-0153,E2176A,150,KG,1139,CNY,2024-12,4.53,5159.67
2024-12-31,CHINA-WAREHOUSE,MAT-0153,E9979A,650,KG,4934,CNY,2024-12,4.53,22351.02
2024-12-31,CHINA-WAREHOUSE,MAT-0153,E8084A,2750,KG,20873,CNY,2024-12,4.53,94554.69
2024-12-31,CHINA-WAREHOUSE,MAT-0086,E2769A,875,KG,6641,CNY,2024-12,4.53,30083.730000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0086,E8984A,83875,KG,636611,CNY,2024-12,4.53,2883847.83
2024-12-31,CHINA-WAREHOUSE,MAT-0322,E9831A,1350,KG,10247,CNY,2024-12,4.53,46418.91
2024-12-31,CHINA-WAREHOUSE,MAT-0322,E2845A,1125,KG,8539,CNY,2024-12,4.53,38681.670000000006
2024-12-31,CHINA-WAREHOUSE,MAT-0148,M5555C,1175,KG,4735,CNY,2024-12,4.53,21449.550000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0148,M4427A,575,KG,2317,CNY,2024-12,4.53,10496.01
2024-12-31,CHINA-WAREHOUSE,MAT-0148,M6564A,0,KG,16624,CNY,2024-12,4.53,75306.72
2024-12-31,CHINA-WAREHOUSE,MAT-0148,M5463B,0,KG,77175,CNY,2024-12,4.53,349602.75
2024-12-31,CHINA-WAREHOUSE,MAT-0384,R6543A,1325,KG,9739,CNY,2024-12,4.53,44117.670000000006
2024-12-31,CHINA-WAREHOUSE,MAT-0384,R2230A,21825,KG,160414,CNY,2024-12,4.53,726675.42
2024-12-31,CHINA-WAREHOUSE,MAT-0384,R5636A,49450,KG,363458,CNY,2024-12,4.53,1646464.74
2024-12-31,CHINA-WAREHOUSE,MAT-0384,S5377A,775,KG,5696,CNY,2024-12,4.53,25802.88
2024-12-31,CHINA-WAREHOUSE,MAT-0384,S1021A,49500,KG,363825,CNY,2024-12,4.53,1648127.25
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M9260C,625,KG,1750,CNY,2024-12,4.53,7927.5
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M9359A,13750,KG,38500,CNY,2024-12,4.53,174405.0
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M6801A,63125,KG,176750,CNY,2024-12,4.53,800677.5
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M5615B,65950,KG,184660,CNY,2024-12,4.53,836509.8
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M3880A,22000,KG,61600,CNY,2024-12,4.53,279048.0
2024-12-31,CHINA-WAREHOUSE,MAT-0378,M1877B,2750,KG,7700,CNY,2024-12,4.53,34881.0
2024-12-31,CHINA-WAREHOUSE,MAT-0149,N9204A,0,KG,4138,CNY,2024-12,4.53,18745.14
2024-12-31,CHINA-WAREHOUSE,MAT-0002,N2666A,4325,KG,32827,CNY,2024-12,4.53,148706.31
2024-12-31,CHINA-WAREHOUSE,MAT-0267,N4255A,275,KG,2087,CNY,2024-12,4.53,9454.11
2024-12-31,CHINA-WAREHOUSE,MAT-0267,N2665A,2750,KG,20873,CNY,2024-12,4.53,94554.69
2024-12-31,CHINA-WAREHOUSE,MAT-0267,N1733A,1375,KG,10436,CNY,2024-12,4.53,47275.08
2024-12-31,CHINA-WAREHOUSE,MAT-0267,N4454A,16875,KG,128081,CNY,2024-12,4.53,580206.93
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M1915A,775,KG,9677,CNY,2024-12,4.53,43836.810000000005
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M5698A,125,KG,293164,CNY,2024-12,4.53,1328032.9200000002
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M5459A,3950,KG,29981,CNY,2024-12,4.53,135813.93
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M6858A,1375,KG,10436,CNY,2024-12,4.53,47275.08
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M5381A,232375,KG,1763726,CNY,2024-12,4.53,7989678.78
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M6612A,15125,KG,114799,CNY,2024-12,4.53,520039.47000000003
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M5381A,37125,KG,281779,CNY,2024-12,4.53,1276458.87
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M6612A,37125,KG,281779,CNY,2024-12,4.53,1276458.87
2024-12-31,CHINA-WAREHOUSE,MAT-0415,M4292A,272250,KG,2066378,CNY,2024-12,4.53,9360692.34
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M2868A,2575,KG,19544,CNY,2024-12,4.53,88534.32
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M9522A,4975,KG,37760,CNY,2024-12,4.53,171052.80000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M3553A,186750,KG,1417433,CNY,2024-12,4.53,6420971.49
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M5672A,17800,KG,322955,CNY,2024-12,4.53,1462986.1500000001
2024-12-31,CHINA-WAREHOUSE,MAT-0156,M9845A,5350,KG,40607,CNY,2024-12,4.53,183949.71000000002
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M1992A,600,KG,1818,CNY,2024-12,4.53,8235.54
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M2416A,12375,KG,37496,CNY,2024-12,4.53,169856.88
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M8439A,12200,KG,36966,CNY,2024-12,4.53,167455.98
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M8744A,98950,KG,299819,CNY,2024-12,4.53,1358180.07
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M7417A,49500,KG,149985,CNY,2024-12,4.53,679432.05
2024-12-31,CHINA-WAREHOUSE,MAT-0399,M8567A,49500,KG,149985,CNY,2024-12,4.53,679432.05
2024-12-31,CHINA-WAREHOUSE,MAT-0399,N8773A,24750,KG,74993,CNY,2024-12,4.53,339718.29000000004
2024-12-31,CHINA-WAREHOUSE,MAT-0399,N2574A,49500,KG,149985,CNY,2024-12,4.53,679432.05
